"KEGG1_KEGG2","KEGG1","KEGG2","drug_pair","Drug1","Drug2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","adjacency","network"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3177","eco:b0149","eco:b3177","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0635_eco:b3177","eco:b0635","eco:b3177","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",5,1,9,1,5,1,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0839_eco:b3177","eco:b0839","eco:b3177","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",6,1,7,1,4,1,7,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b1288_eco:b3177","eco:b1288","eco:b3177","Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",6,1,11,1,6,1,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b1961_eco:b3177","eco:b1961","eco:b3177","Flucytosine_Sulfamonomethoxine","Flucytosine","Sulfamonomethoxine",5,1,17,1,9,1,17,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",5,1,41,1,21,1,41,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",5,1,41,1,21,1,41,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",5,1,41,1,21,1,41,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b2231_eco:b3177","eco:b2231","eco:b3177","Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",5,1,41,1,21,1,41,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b2827_eco:b3177","eco:b2827","eco:b3177","Flucytosine_Sulfamonomethoxine","Flucytosine","Sulfamonomethoxine",6,1,6,1,3.5,1,6,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3019_eco:b3177","eco:b3019","eco:b3177","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",5,1,13,1,7,1,13,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3019_eco:b3177","eco:b3019","eco:b3177","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",5,1,13,1,7,1,13,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3030_eco:b3177","eco:b3030","eco:b3177","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",4,1,32,1,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3030_eco:b3177","eco:b3030","eco:b3177","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",4,1,32,1,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3182","eco:b3177","eco:b3182","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",6,1,1,4,2.5,1,4,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3189","eco:b3177","eco:b3189","Fosfomycin_Sulfamonomethoxine","Fosfomycin","Sulfamonomethoxine",5,1,1,11,6,1,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3230","eco:b3177","eco:b3230","Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",4,1,1,111,56,1,111,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3251","eco:b3177","eco:b3251","A22_Sulfamonomethoxine","A22","Sulfamonomethoxine",5,1,1,71,36,1,71,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3296","eco:b3177","eco:b3296","Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",3,1,1,169,85,1,169,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3396","eco:b3177","eco:b3396","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",4,1,1,78,39.5,1,78,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3426","eco:b3177","eco:b3426","Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",5,1,1,33,17,1,33,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3699","eco:b3177","eco:b3699","Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",5,1,1,32,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3699","eco:b3177","eco:b3699","Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",5,1,1,32,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3699","eco:b3177","eco:b3699","Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",5,1,1,32,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3699","eco:b3177","eco:b3699","Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",5,1,1,32,16.5,1,32,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3887","eco:b3177","eco:b3887","Fusidic acid_Sulfamonomethoxine","Fusidic acid","Sulfamonomethoxine",6,1,1,5,3,1,5,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3985","eco:b3177","eco:b3985","Clindamycin_Sulfamonomethoxine","Clindamycin","Sulfamonomethoxine",4,1,1,81,41,1,81,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3987","eco:b3177","eco:b3987","Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",4,1,1,89,45,1,89,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b3177_eco:b3988","eco:b3177","eco:b3988","Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",4,1,1,109,55,1,109,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Amoxicillin_Pseudomonic acid","Amoxicillin","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Aztreonam_Pseudomonic acid","Aztreonam","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cefaclor_Pseudomonic acid","Cefaclor","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cefotaxime_Pseudomonic acid","Cefotaxime","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Cephalexin_Pseudomonic acid","Cephalexin","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Imipenem_Pseudomonic acid","Imipenem","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Meropenem_Pseudomonic acid","Meropenem","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0026_eco:b3182","eco:b0026","eco:b3182","Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",5,4,12,4,8,4,12,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Aztreonam_Trimethoprim","Aztreonam","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cefaclor_Trimethoprim","Cefaclor","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Imipenem_Trimethoprim","Imipenem","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Meropenem_Trimethoprim","Meropenem","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0048_eco:b3182","eco:b0048","eco:b3182","Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",6,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Imipenem","Amoxicillin","Imipenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Meropenem","Amoxicillin","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Cefaclor","Aztreonam","Cefaclor",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Cephalexin","Aztreonam","Cephalexin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Imipenem","Aztreonam","Imipenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Meropenem","Aztreonam","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Penicillin G","Aztreonam","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Aztreonam_Piperacillin","Aztreonam","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Cephalexin","Cefaclor","Cephalexin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Imipenem","Cefaclor","Imipenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Meropenem","Cefaclor","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Penicillin G","Cefaclor","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefaclor_Piperacillin","Cefaclor","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefotaxime_Imipenem","Cefotaxime","Imipenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefotaxime_Meropenem","Cefotaxime","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cephalexin_Imipenem","Cephalexin","Imipenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cephalexin_Meropenem","Cephalexin","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cephalexin_Penicillin G","Cephalexin","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Cephalexin_Piperacillin","Cephalexin","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Imipenem_Meropenem","Imipenem","Meropenem",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Imipenem_Penicillin G","Imipenem","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Imipenem_Piperacillin","Imipenem","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Meropenem_Penicillin G","Meropenem","Penicillin G",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Meropenem_Piperacillin","Meropenem","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0084_eco:b3182","eco:b0084","eco:b3182","Penicillin G_Piperacillin","Penicillin G","Piperacillin",5,4,11,4,7.5,4,11,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Imipenem","Amoxicillin","Imipenem",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Meropenem","Amoxicillin","Meropenem",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
"eco:b0149_eco:b3182","eco:b0149","eco:b3182","Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",5,4,9,4,6.5,4,9,0,"HT.INT.EcoliNet.3209gene.15543link.txt"
