yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A23FI	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b3340	P0A6M8	EFG_ECOLI	reviewed	Elongation factor G (EF-G)	fusA far fus b3340 JW3302	Escherichia coli (strain K12)	704
eco:b3349	P0A9K9	SLYD_ECOLI	reviewed	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (PPIase) (EC 5.2.1.8) (Histidine-rich protein) (Metallochaperone SlyD) (Rotamase) (Sensitivity to lysis protein D) (WHP)	slyD b3349 JW3311	Escherichia coli (strain K12)	196
eco:b3357	P0ACJ8	CRP_ECOLI	reviewed	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	crp cap csm b3357 JW5702	Escherichia coli (strain K12)	210
eco:b3385	P32662	GPH_ECOLI	reviewed	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	gph yhfE b3385 JW3348	Escherichia coli (strain K12)	252
eco:b3388	P11557	DAMX_ECOLI	reviewed	Cell division protein DamX	damX yhfB b3388 JW3351	Escherichia coli (strain K12)	428
eco:b3396	P02918	PBPA_ECOLI	reviewed	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	mrcA ponA b3396 JW3359	Escherichia coli (strain K12)	850
eco:b3404	P0AEJ4	ENVZ_ECOLI	reviewed	Sensor histidine kinase EnvZ (EC 2.7.13.3) (Osmolarity sensor protein EnvZ)	envZ ompB perA tpo b3404 JW3367	Escherichia coli (strain K12)	450
eco:b3405	P0AA16	OMPR_ECOLI	reviewed	DNA-binding dual transcriptional regulator OmpR (Transcriptional regulatory protein OmpR)	ompR kmt ompB b3405 JW3368	Escherichia coli (strain K12)	239
eco:b3425	P0A6V5	GLPE_ECOLI	reviewed	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	glpE b3425 JW3388	Escherichia coli (strain K12)	108
eco:b3426	P13035	GLPD_ECOLI	reviewed	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	glpD glyD b3426 JW3389	Escherichia coli (strain K12)	501
eco:b3461	P0AGB3	RPOH_ECOLI	reviewed	RNA polymerase sigma factor RpoH (Heat shock regulatory protein F33.4) (RNA polymerase sigma-32 factor)	rpoH fam hin htpR b3461 JW3426	Escherichia coli (strain K12)	284
eco:b3462	P0AC30	FTSX_ECOLI	reviewed	Cell division protein FtsX	ftsX ftsS b3462 JW3427	Escherichia coli (strain K12)	352
eco:b3472	P0AEE1	DCRB_ECOLI	reviewed	Protein DcrB	dcrB yhhR b3472 JW5682	Escherichia coli (strain K12)	185
eco:b3506	P37194	SLP_ECOLI	reviewed	Outer membrane protein Slp	slp b3506 JW3474	Escherichia coli (strain K12)	188
eco:b3552	P37665	YIAD_ECOLI	reviewed	Probable lipoprotein YiaD	yiaD b3552 JW5657	Escherichia coli (strain K12)	219
eco:b3556	P0A9X9	CSPA_ECOLI	reviewed	Cold shock protein CspA (CSP-A) (7.4 kDa cold shock protein) (CS7.4)	cspA cspS b3556 JW3525	Escherichia coli (strain K12)	70
eco:b3559	P00961	SYGB_ECOLI	reviewed	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS glyS(B) b3559 JW3530	Escherichia coli (strain K12)	689
eco:b3605	P33232	LLDD_ECOLI	reviewed	L-lactate dehydrogenase (EC 1.1.-.-)	lldD lctD b3605 JW3580	Escherichia coli (strain K12)	396
eco:b3616	P07913	TDH_ECOLI	reviewed	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103) (L-threonine dehydrogenase)	tdh b3616 JW3591	Escherichia coli (strain K12)	341
eco:b3633	P0AC75	KDTA_ECOLI	reviewed	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	waaA kdtA b3633 JW3608	Escherichia coli (strain K12)	425
eco:b3649	P0A800	RPOZ_ECOLI	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ b3649 JW3624	Escherichia coli (strain K12)	91
eco:b3701	P0A988	DPO3B_ECOLI	reviewed	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit)	dnaN b3701 JW3678	Escherichia coli (strain K12)	366
eco:b3702	P03004	DNAA_ECOLI	reviewed	Chromosomal replication initiator protein DnaA	dnaA b3702 JW3679	Escherichia coli (strain K12)	467
eco:b3705	P25714	YIDC_ECOLI	reviewed	Membrane protein insertase YidC (Foldase YidC) (Inner membrane protein YidC) (Membrane integrase YidC) (Oxa1Ec)	yidC b3705 JW3683	Escherichia coli (strain K12)	548
eco:b3708	P0A853	TNAA_ECOLI	reviewed	Tryptophanase (EC 4.1.99.1) (L-tryptophan indole-lyase) (TNase)	tnaA ind b3708 JW3686	Escherichia coli (strain K12)	471
eco:b3722	P08722	PTV3B_ECOLI	reviewed	PTS system beta-glucoside-specific EIIBCA component (EIIBCA-Bgl) (EII-Bgl) [Includes: Beta-glucoside-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system beta-glucoside-specific EIIB component); Beta-glucoside permease IIC component (PTS system beta-glucoside-specific EIIC component); Beta-glucoside-specific phosphotransferase enzyme IIA component (PTS system beta-glucoside-specific EIIA component)]	bglF bglC bglS b3722 JW3700	Escherichia coli (strain K12)	625
eco:b3730	P0ACC7	GLMU_ECOLI	reviewed	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU yieA b3730 JW3708	Escherichia coli (strain K12)	456
eco:b3732	P0ABB4	ATPB_ECOLI	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD papB uncD b3732 JW3710	Escherichia coli (strain K12)	460
eco:b3733	P0ABA6	ATPG_ECOLI	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG papC uncG b3733 JW3711	Escherichia coli (strain K12)	287
eco:b3734	P0ABB0	ATPA_ECOLI	reviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA papA uncA b3734 JW3712	Escherichia coli (strain K12)	513
eco:b3746	P31473	RAVA_ECOLI	reviewed	ATPase RavA (EC 3.6.3.-) (Regulatory ATPase variant A)	ravA yieN b3746 JW3725	Escherichia coli (strain K12)	498
eco:b3751	P02925	RBSB_ECOLI	reviewed	Ribose import binding protein RbsB	rbsB prlB rbsP b3751 JW3730	Escherichia coli (strain K12)	296
eco:b3778	P09980	REP_ECOLI	reviewed	ATP-dependent DNA helicase Rep (EC 3.6.4.12)	rep b3778 JW5604	Escherichia coli (strain K12)	673
eco:b3781	P0AA25	THIO_ECOLI	reviewed	Thioredoxin 1 (Trx-1)	trxA fipA tsnC b3781 JW5856	Escherichia coli (strain K12)	109
eco:b3783	P0AG30	RHO_ECOLI	reviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho nitA psuA rnsC sbaA tsu b3783 JW3756	Escherichia coli (strain K12)	419
eco:b3813	P03018	UVRD_ECOLI	reviewed	DNA helicase II (EC 3.6.4.12)	uvrD mutU pdeB rad recL b3813 JW3786	Escherichia coli (strain K12)	720
eco:b3829	P25665	METE_ECOLI	reviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE b3829 JW3805	Escherichia coli (strain K12)	753
eco:b3836	P69428	TATA_ECOLI	reviewed	Sec-independent protein translocase protein TatA	tatA mttA1 yigT b3836 JW3813	Escherichia coli (strain K12)	89
eco:b3838	P69425	TATB_ECOLI	reviewed	Sec-independent protein translocase protein TatB	tatB mttA2 ysgB b3838 JW5580	Escherichia coli (strain K12)	171
eco:b3850	P0ACB4	HEMG_ECOLI	reviewed	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	hemG yihB b3850 JW3827	Escherichia coli (strain K12)	181
eco:b3856	P32125	MOBB_ECOLI	reviewed	Molybdopterin-guanine dinucleotide biosynthesis adapter protein (MGD biosynthesis adapter protein) (Molybdenum cofactor biosynthesis adapter protein) (Moco biosynthesis adapter protein) (Molybdopterin-guanine dinucleotide biosynthesis protein B)	mobB yihC b3856 JW5575	Escherichia coli (strain K12)	175
eco:b3868	P0AFB8	NTRC_ECOLI	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	glnG glnT ntrC b3868 JW3839	Escherichia coli (strain K12)	469
eco:b3869	P0AFB5	NTRB_ECOLI	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840	Escherichia coli (strain K12)	349
eco:b3891	P13024	FDHE_ECOLI	reviewed	Protein FdhE	fdhE b3891 JW3862	Escherichia coli (strain K12)	309
eco:b3893	P0AAJ5	FDOH_ECOLI	reviewed	Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)	fdoH b3893 JW3864	Escherichia coli (strain K12)	300
eco:b3911	P0AE82	CPXA_ECOLI	reviewed	Sensor histidine kinase CpxA (EC 2.7.13.3)	cpxA ecfB eup ssd b3911 JW3882	Escherichia coli (strain K12)	457
eco:b3912	P0AE88	CPXR_ECOLI	reviewed	Transcriptional regulatory protein CpxR	cpxR yiiA b3912 JW3883	Escherichia coli (strain K12)	232
eco:b3931	P0A6H5	HSLU_ECOLI	reviewed	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	hslU htpI b3931 JW3902	Escherichia coli (strain K12)	443
eco:b3933	P29131	FTSN_ECOLI	reviewed	Cell division protein FtsN	ftsN msgA b3933 JW3904	Escherichia coli (strain K12)	319
eco:b3935	P17888	PRIA_ECOLI	reviewed	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA) (Replication factor Y)	priA b3935 JW3906	Escherichia coli (strain K12)	732
eco:b3984	P0A7L0	RL1_ECOLI	reviewed	50S ribosomal protein L1 (Large ribosomal subunit protein uL1)	rplA b3984 JW3947	Escherichia coli (strain K12)	234
eco:b3987	P0A8V2	RPOB_ECOLI	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB groN nitB rif ron stl stv tabD b3987 JW3950	Escherichia coli (strain K12)	1342
eco:b3988	P0A8T7	RPOC_ECOLI	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC tabB b3988 JW3951	Escherichia coli (strain K12)	1407
eco:b3990	P30140	THIH_ECOLI	reviewed	2-iminoacetate synthase (EC 4.1.99.19) (Dehydroglycine synthase) (Tyrosine lyase)	thiH b3990 JW3953	Escherichia coli (strain K12)	377
eco:b3991	P30139	THIG_ECOLI	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG b3991 JW5549	Escherichia coli (strain K12)	256
eco:b4003	P14377	ZRAS_ECOLI	reviewed	Sensor protein ZraS (EC 2.7.13.3)	zraS hydH b4003 JW3967	Escherichia coli (strain K12)	465
eco:b4006	P15639	PUR9_ECOLI	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH b4006 JW3970	Escherichia coli (strain K12)	529
eco:b4032	P68183	MALG_ECOLI	reviewed	Maltose/maltodextrin transport system permease protein MalG	malG b4032 JW3992	Escherichia coli (strain K12)	296
eco:b4033	P02916	MALF_ECOLI	reviewed	Maltose/maltodextrin transport system permease protein MalF	malF b4033 JW3993	Escherichia coli (strain K12)	514
eco:b4034	P0AEX9	MALE_ECOLI	reviewed	Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP)	malE b4034 JW3994	Escherichia coli (strain K12)	396
eco:b4052	P0ACB0	DNAB_ECOLI	reviewed	Replicative DNA helicase (EC 3.6.4.12)	dnaB groP grpA b4052 JW4012	Escherichia coli (strain K12)	471
eco:b4059	P0AGE0	SSB_ECOLI	reviewed	Single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	ssb exrB lexC b4059 JW4020	Escherichia coli (strain K12)	178
eco:b4112	P30844	BASS_ECOLI	reviewed	Sensor protein BasS (EC 2.7.13.3)	basS pmrB b4112 JW4073	Escherichia coli (strain K12)	363
eco:b4112	G1E6H3	G1E6H3_ECOLI	unreviewed	Histidine kinase (EC 2.7.13.3)	pmrB	Escherichia coli str. K-12 substr. MG1655	363
eco:b4124	P0AD01	DCUR_ECOLI	reviewed	Transcriptional regulatory protein DcuR	dcuR yjdG b4124 JW4085	Escherichia coli (strain K12)	239
eco:b4142	P0A6F9	CH10_ECOLI	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES mopB b4142 JW4102	Escherichia coli (strain K12)	97
eco:b4143	P0A6F5	CH60_ECOLI	reviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL mopA b4143 JW4103	Escherichia coli (strain K12)	548
eco:b4151	P0A8Q3	FRDD_ECOLI	reviewed	Fumarate reductase subunit D (Fumarate reductase 13 kDa hydrophobic protein) (Quinol-fumarate reductase subunit D) (QFR subunit D)	frdD b4151 JW4112	Escherichia coli (strain K12)	119
eco:b4152	P0A8Q0	FRDC_ECOLI	reviewed	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein) (Quinol-fumarate reductase subunit C) (QFR subunit C)	frdC b4152 JW4113	Escherichia coli (strain K12)	131
eco:b4153	P0AC47	FRDB_ECOLI	reviewed	Fumarate reductase iron-sulfur subunit (EC 1.3.5.4) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	frdB b4153 JW4114	Escherichia coli (strain K12)	244
eco:b4200	P02358	RS6_ECOLI	reviewed	30S ribosomal protein S6 (Small ribosomal subunit protein bS6) [Cleaved into: 30S ribosomal protein S6, fully modified isoform; 30S ribosomal protein S6, non-modified isoform]	rpsF b4200 JW4158	Escherichia coli (strain K12)	135
eco:b4201	P07013	PRIB_ECOLI	reviewed	Primosomal replication protein N	priB b4201 JW4159	Escherichia coli (strain K12)	104
eco:b4244	P0A7F3	PYRI_ECOLI	reviewed	Aspartate carbamoyltransferase regulatory chain	pyrI b4244 JW4203	Escherichia coli (strain K12)	153
eco:b4259	P28905	HOLC_ECOLI	reviewed	DNA polymerase III subunit chi (EC 2.7.7.7)	holC b4259 JW4216	Escherichia coli (strain K12)	147
eco:b4291	P13036	FECA_ECOLI	reviewed	Fe(3+) dicitrate transport protein FecA (Iron(III) dicitrate transport protein FecA)	fecA b4291 JW4251	Escherichia coli (strain K12)	774
eco:b4292	P23485	FECR_ECOLI	reviewed	Protein FecR	fecR b4292 JW4252	Escherichia coli (strain K12)	317
eco:b4316	P31697	FIMC_ECOLI	reviewed	Chaperone protein FimC	fimC b4316 JW4279	Escherichia coli (strain K12)	241
eco:b4317	P30130	FIMD_ECOLI	reviewed	Outer membrane usher protein FimD	fimD b4317 JW5780	Escherichia coli (strain K12)	878
eco:b4398	P08368	CREB_ECOLI	reviewed	Transcriptional regulatory protein CreB	creB yjjE b4398 JW4361	Escherichia coli (strain K12)	229
eco:b1727	P77247	HXPB_ECOLI	reviewed	Hexitol phosphatase B (2-deoxyglucose-6-phosphate phosphatase) (EC 3.1.3.68) (Mannitol-1-phosphatase) (EC 3.1.3.22) (Sorbitol-6-phosphatase) (EC 3.1.3.50) (Sugar-phosphatase) (EC 3.1.3.23)	hxpB yniC b1727 JW1716	Escherichia coli (strain K12)	222
eco:b1866	P21889	SYD_ECOLI	reviewed	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS tls b1866 JW1855	Escherichia coli (strain K12)	590
eco:b0641	P0ADC1	LPTE_ECOLI	reviewed	LPS-assembly lipoprotein LptE (Rare lipoprotein B)	lptE rlpB b0641 JW0636	Escherichia coli (strain K12)	193
eco:b2321	P15286	FLK_ECOLI	reviewed	Flagellar regulator flk (Fluke)	flk div b2321 JW2318	Escherichia coli (strain K12)	331
eco:b4409	P56976	BLR_ECOLI	reviewed	Divisome-associated membrane protein Blr (Beta-lactam resistance protein)	blr b4409 JW5963	Escherichia coli (strain K12)	41
eco:b4520	P58034	YMGF_ECOLI	reviewed	Inner membrane protein YmgF	ymgF b4520 JW1156	Escherichia coli (strain K12)	72
eco:b3928	P0AF36	ZAPB_ECOLI	reviewed	Cell division protein ZapB	zapB yiiU b3928 JW3899	Escherichia coli (strain K12)	81
eco:b0102	P36680	ZAPD_ECOLI	reviewed	Cell division protein ZapD (Z ring-associated protein D)	zapD yacF b0102 JW0099	Escherichia coli (strain K12)	247
eco:b0946	P75862	ZAPC_ECOLI	reviewed	Cell division protein ZapC (FtsZ-associated protein C) (Z-ring-associated protein C)	zapC ycbW b0946 JW5125	Escherichia coli (strain K12)	180
eco:b3463	P0A9R7	FTSE_ECOLI	reviewed	Cell division ATP-binding protein FtsE	ftsE b3463 JW3428	Escherichia coli (strain K12)	222
eco:b3609	P0AG86	SECB_ECOLI	reviewed	Protein-export protein SecB (Chaperone SecB)	secB b3609 JW3584	Escherichia coli (strain K12)	155
eco:b3981	P0AG96	SECE_ECOLI	reviewed	Protein translocase subunit SecE	secE prlG b3981 JW3944	Escherichia coli (strain K12)	127
eco:b4036	P02943	LAMB_ECOLI	reviewed	Maltoporin (Maltose outer membrane channel) (Maltose-inducible porin) (Phage lambda receptor protein)	lamB malB b4036 JW3996	Escherichia coli (strain K12)	446
eco:b4354	P39396	BTST_ECOLI	reviewed	Pyruvate/proton symporter BtsT (Brenztraubensaure transporter) (Pyruvate/H(+) symporter)	btsT yjiY b4354 JW5791	Escherichia coli (strain K12)	716
eco:b4154	P00363	FRDA_ECOLI	reviewed	Fumarate reductase flavoprotein subunit (EC 1.3.5.4) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)	frdA b4154 JW4115	Escherichia coli (strain K12)	602
eco:b0116	P0A9P0	DLDH_ECOLI	reviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes) (Glycine cleavage system L protein)	lpdA lpd b0116 JW0112	Escherichia coli (strain K12)	474
eco:b3839	P69423	TATC_ECOLI	reviewed	Sec-independent protein translocase protein TatC	tatC mttB yigU yigV b3839 JW3815	Escherichia coli (strain K12)	258
eco:b1413	P43329	HRPA_ECOLI	reviewed	ATP-dependent RNA helicase HrpA (EC 3.6.4.13)	hrpA b1413 JW5905	Escherichia coli (strain K12)	1300
eco:b2576	P21507	SRMB_ECOLI	reviewed	ATP-dependent RNA helicase SrmB (EC 3.6.4.13)	srmB rbaB rhlA b2576 JW2560	Escherichia coli (strain K12)	444
eco:b3780	P0A8J8	RHLB_ECOLI	reviewed	ATP-dependent RNA helicase RhlB (EC 3.6.4.13)	rhlB mmrA b3780 JW3753	Escherichia coli (strain K12)	421
eco:b4172	P0A6X3	HFQ_ECOLI	reviewed	RNA-binding protein Hfq (HF-1) (Host factor-I protein) (HF-I)	hfq b4172 JW4130	Escherichia coli (strain K12)	102
eco:b4179	P21499	RNR_ECOLI	reviewed	Ribonuclease R (RNase R) (EC 3.1.13.1) (Protein VacB)	rnr vacB yjeC b4179 JW5741	Escherichia coli (strain K12)	813
eco:b3181	P0A6W5	GREA_ECOLI	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA b3181 JW3148	Escherichia coli (strain K12)	158
eco:b1105	P0AB38	LPOB_ECOLI	reviewed	Penicillin-binding protein activator LpoB (PBP activator LpoB) (Lipoprotein activator of PBP from the outer membrane B)	lpoB ycfM b1105 JW5157	Escherichia coli (strain K12)	213
eco:b1782	P0A908	MIPA_ECOLI	reviewed	MltA-interacting protein	mipA yeaF b1782 JW1771	Escherichia coli (strain K12)	248
eco:b1711	P06609	BTUC_ECOLI	reviewed	Vitamin B12 import system permease protein BtuC	btuC b1711 JW1701	Escherichia coli (strain K12)	326
eco:b2937	P60651	SPEB_ECOLI	reviewed	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB b2937 JW2904	Escherichia coli (strain K12)	306
eco:b0241	P02932	PHOE_ECOLI	reviewed	Outer membrane porin PhoE (Outer membrane pore protein E)	phoE ompE b0241 JW0231	Escherichia coli (strain K12)	351
eco:b2617	P0A937	BAME_ECOLI	reviewed	Outer membrane protein assembly factor BamE	bamE smpA b2617 JW2598	Escherichia coli (strain K12)	113
eco:b1842	P0ABS8	HOLE_ECOLI	reviewed	DNA polymerase III subunit theta (EC 2.7.7.7)	holE b1842 JW1831	Escherichia coli (strain K12)	76
eco:b4372	P28632	HOLD_ECOLI	reviewed	DNA polymerase III subunit psi (EC 2.7.7.7)	holD b4372 JW4334	Escherichia coli (strain K12)	137
eco:b2316	P0A9Q5	ACCD_ECOLI	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD dedB usg b2316 JW2313	Escherichia coli (strain K12)	304
eco:b3386	P0AG07	RPE_ECOLI	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)	rpe dod yhfD b3386 JW3349	Escherichia coli (strain K12)	225
eco:b3517	P69908	DCEA_ECOLI	reviewed	Glutamate decarboxylase alpha (GAD-alpha) (EC 4.1.1.15)	gadA gadS b3517 JW3485	Escherichia coli (strain K12)	466
eco:b2719	P16433	HYCG_ECOLI	reviewed	Formate hydrogenlyase subunit 7 (FHL subunit 7) (Hydrogenase-3 component G)	hycG hevG b2719 JW2689	Escherichia coli (strain K12)	255
eco:b4280	P39353	YJHC_ECOLI	reviewed	Uncharacterized oxidoreductase YjhC (EC 1.-.-.-)	yjhC b4280 JW5769	Escherichia coli (strain K12)	372
eco:b3169	P0AFF6	NUSA_ECOLI	reviewed	Transcription termination/antitermination protein NusA (N utilization substance protein A) (Transcription termination/antitermination L factor)	nusA b3169 JW3138	Escherichia coli (strain K12)	495
eco:b1852	P0AC53	G6PD_ECOLI	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) [Cleaved into: Extracellular death factor (EDF)]	zwf b1852 JW1841	Escherichia coli (strain K12)	491
eco:b2557	P15254	PUR4_ECOLI	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	purL purI b2557 JW2541	Escherichia coli (strain K12)	1295
eco:b0352	P51020	HOA_ECOLI	reviewed	4-hydroxy-2-oxovalerate aldolase (HOA) (EC 4.1.3.39) (4-hydroxy-2-keto-pentanoic acid aldolase) (4-hydroxy-2-oxopentanoate aldolase)	mhpE b0352 JW0343	Escherichia coli (strain K12)	337
eco:b3860	P0AEG4	DSBA_ECOLI	reviewed	Thiol:disulfide interchange protein DsbA	dsbA dsf ppfA b3860 JW3832	Escherichia coli (strain K12)	208
eco:b0400	P08400	PHOR_ECOLI	reviewed	Phosphate regulon sensor protein PhoR (EC 2.7.13.3)	phoR nmpB b0400 JW0390	Escherichia coli (strain K12)	431
eco:b3321	P0A7R5	RS10_ECOLI	reviewed	30S ribosomal protein S10 (Small ribosomal subunit protein uS10) (Transcription termination/antitermination protein NusE)	rpsJ nusE b3321 JW3283	Escherichia coli (strain K12)	103
eco:b0724	P07014	SDHB_ECOLI	reviewed	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	sdhB b0724 JW0714	Escherichia coli (strain K12)	238
eco:b0932	P04825	AMPN_ECOLI	reviewed	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	pepN b0932 JW0915	Escherichia coli (strain K12)	870
eco:b1086	P0AA39	RLUC_ECOLI	reviewed	Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24) (23S rRNA pseudouridine(955/2504/2580) synthase) (rRNA pseudouridylate synthase C) (rRNA-uridine isomerase C)	rluC yceC b1086 JW1072	Escherichia coli (strain K12)	319
eco:b1089	P0A7N4	RL32_ECOLI	reviewed	50S ribosomal protein L32 (Large ribosomal subunit protein bL32)	rpmF b1089 JW1075	Escherichia coli (strain K12)	57
eco:b1276	P25516	ACNA_ECOLI	reviewed	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein) (Stationary phase enzyme)	acnA acn b1276 JW1268	Escherichia coli (strain K12)	891
eco:b1719	P0A8M3	SYT_ECOLI	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS b1719 JW1709	Escherichia coli (strain K12)	642
eco:b1732	P21179	CATE_ECOLI	reviewed	Catalase HPII (EC 1.11.1.6) (Hydroxyperoxidase II)	katE b1732 JW1721	Escherichia coli (strain K12)	753
eco:b2183	P0AA43	RSUA_ECOLI	reviewed	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)	rsuA yejD b2183 JW2171	Escherichia coli (strain K12)	231
eco:b2480	P0AE52	BCP_ECOLI	reviewed	Peroxiredoxin Bcp (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	bcp b2480 JW2465	Escherichia coli (strain K12)	156
eco:b2697	P00957	SYA_ECOLI	reviewed	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS lovB b2697 JW2667	Escherichia coli (strain K12)	876
eco:b3185	P0A7L8	RL27_ECOLI	reviewed	50S ribosomal protein L27 (Large ribosomal subunit protein bL27)	rpmA b3185 JW3152	Escherichia coli (strain K12)	85
eco:b3231	P0AA10	RL13_ECOLI	reviewed	50S ribosomal protein L13 (Large ribosomal subunit protein uL13)	rplM b3231 JW3200	Escherichia coli (strain K12)	142
eco:b3305	P0AG55	RL6_ECOLI	reviewed	50S ribosomal protein L6 (Large ribosomal subunit protein uL6)	rplF b3305 JW3267	Escherichia coli (strain K12)	177
