yourlist:M2021051372FEB3358BE035486EE75ADE9E91772506A201F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
eco:b1747	P0AE37	ASTA_ECOLI	reviewed	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)	astA ydjV b1747 JW1736	Escherichia coli (strain K12)	344
eco:b1757	P78067	YNJE_ECOLI	reviewed	Thiosulfate sulfurtransferase YnjE (EC 2.8.1.1)	ynjE b1757 JW5287	Escherichia coli (strain K12)	435
eco:b1761	P00370	DHE4_ECOLI	reviewed	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdhA b1761 JW1750	Escherichia coli (strain K12)	447
eco:b1764	P16456	SELD_ECOLI	reviewed	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	selD fdhB b1764 JW1753	Escherichia coli (strain K12)	347
eco:b1767	P0A962	ASPG1_ECOLI	reviewed	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-ASNase I) (L-asparagine amidohydrolase I)	ansA b1767 JW1756	Escherichia coli (strain K12)	338
eco:b1768	P21369	PNCA_ECOLI	reviewed	Nicotinamidase (EC 3.5.1.19) (Nicotinamide deamidase) (NAMase) (Pyrazinamidase) (PZAase) (EC 3.5.1.-)	pncA nam ydjB b1768 JW1757	Escherichia coli (strain K12)	213
eco:b1779	P0A9B2	G3P1_ECOLI	reviewed	Glyceraldehyde-3-phosphate dehydrogenase A (GAPDH-A) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA b1779 JW1768	Escherichia coli (strain K12)	331
eco:b1781	P76234	YEAE_ECOLI	reviewed	Uncharacterized protein YeaE	yeaE b1781 JW1770	Escherichia coli (strain K12)	284
eco:b1804	P09155	RND_ECOLI	reviewed	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd b1804 JW1793	Escherichia coli (strain K12)	375
eco:b1805	P69451	LCFA_ECOLI	reviewed	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase) (Acyl-CoA synthetase)	fadD oldD b1805 JW1794	Escherichia coli (strain K12)	561
eco:b1812	P05041	PABB_ECOLI	reviewed	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	pabB b1812 JW1801	Escherichia coli (strain K12)	453
eco:b1814	P16095	SDHL_ECOLI	reviewed	L-serine dehydratase 1 (SDH 1) (EC 4.3.1.17) (L-serine deaminase 1) (L-SD1)	sdaA b1814 JW1803	Escherichia coli (strain K12)	454
eco:b1849	P33221	PURT_ECOLI	reviewed	Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	purT b1849 JW1838	Escherichia coli (strain K12)	392
eco:b1850	P0A955	ALKH_ECOLI	reviewed	KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda hga kdgA b1850 JW1839	Escherichia coli (strain K12)	213
eco:b1852	P0AC53	G6PD_ECOLI	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) [Cleaved into: Extracellular death factor (EDF)]	zwf b1852 JW1841	Escherichia coli (strain K12)	491
eco:b1854	P21599	KPYK2_ECOLI	reviewed	Pyruvate kinase II (EC 2.7.1.40) (PK-2)	pykA b1854 JW1843	Escherichia coli (strain K12)	480
eco:b1865	P0AFC0	NUDB_ECOLI	reviewed	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)	nudB ntpA b1865 JW1854	Escherichia coli (strain K12)	150
eco:b1866	P21889	SYD_ECOLI	reviewed	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS tls b1866 JW1855	Escherichia coli (strain K12)	590
eco:b1872	P46923	TORZ_ECOLI	reviewed	Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3)	torZ bisZ b1872 JW1861	Escherichia coli (strain K12)	809
eco:b1873	P52005	TORY_ECOLI	reviewed	Cytochrome c-type protein TorY	torY yecK b1873 JW1862	Escherichia coli (strain K12)	366
eco:b1876	P11875	SYR_ECOLI	reviewed	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS b1876 JW1865	Escherichia coli (strain K12)	577
eco:b1882	P0AE67	CHEY_ECOLI	reviewed	Chemotaxis protein CheY	cheY b1882 JW1871	Escherichia coli (strain K12)	129
eco:b1883	P07330	CHEB_ECOLI	reviewed	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44) (Chemotaxis response regulator protein-glutamate methylesterase/glutamine deamidase) (Methyl-accepting chemotaxis proteins-specific methylesterase/deamidase) (MCP-specific methylesterase/deamidase)	cheB b1883 JW1872	Escherichia coli (strain K12)	349
eco:b1896	P31677	OTSA_ECOLI	reviewed	Trehalose-6-phosphate synthase (TPS) (EC 2.4.1.15) (Alpha,alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A) (OtsA) (UDP-glucose-glucosephosphate glucosyltransferase)	otsA b1896 JW5312	Escherichia coli (strain K12)	474
eco:b1912	P0ABF8	PGSA_ECOLI	reviewed	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase)	pgsA b1912 JW1897	Escherichia coli (strain K12)	182
eco:b1914	P0AED5	UVRY_ECOLI	reviewed	Response regulator UvrY	uvrY yecB b1914 JW1899	Escherichia coli (strain K12)	218
eco:b1951	P0DMC9	RCSA_ECOLI	reviewed	Transcriptional regulatory protein RcsA (Colanic acid capsular biosynthesis activation protein A)	rcsA b1951 JW1935	Escherichia coli (strain K12)	207
eco:b1967	P31658	HCHA_ECOLI	reviewed	Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase)	hchA yedU yzzC b1967 JW1950	Escherichia coli (strain K12)	283
eco:b1991	P36562	COBT_ECOLI	reviewed	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT b1991 JW1969	Escherichia coli (strain K12)	359
eco:b1992	P36561	COBS_ECOLI	reviewed	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS b1992 JW1970	Escherichia coli (strain K12)	247
eco:b2019	P60757	HIS1_ECOLI	reviewed	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG b2019 JW2001	Escherichia coli (strain K12)	299
eco:b2020	P06988	HISX_ECOLI	reviewed	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD b2020 JW2002	Escherichia coli (strain K12)	434
eco:b2021	P06986	HIS8_ECOLI	reviewed	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase) (HPAT) (HspAT)	hisC b2021 JW2003	Escherichia coli (strain K12)	356
eco:b2022	P06987	HIS7_ECOLI	reviewed	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	hisB b2022 JW2004	Escherichia coli (strain K12)	355
eco:b2023	P60595	HIS5_ECOLI	reviewed	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH b2023 JW2005	Escherichia coli (strain K12)	196
eco:b2024	P10371	HIS4_ECOLI	reviewed	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA b2024 JW2006	Escherichia coli (strain K12)	245
eco:b2025	P60664	HIS6_ECOLI	reviewed	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF b2025 JW2007	Escherichia coli (strain K12)	258
eco:b2028	P76373	UDG_ECOLI	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	ugd pmrE udg yefA b2028 JW2010	Escherichia coli (strain K12)	388
eco:b2029	P00350	6PGD_ECOLI	reviewed	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	gnd b2029 JW2011	Escherichia coli (strain K12)	468
eco:b2036	P37747	GLF_ECOLI	reviewed	UDP-galactopyranose mutase (UGM) (EC 5.4.99.9) (UDP-GALP mutase) (Uridine 5-diphosphate galactopyranose mutase)	glf yefE b2036 JW2021	Escherichia coli (strain K12)	367
eco:b2038	P37745	RMLC_ECOLI	reviewed	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)	rfbC rmlC b2038 JW2023	Escherichia coli (strain K12)	185
eco:b2039	P37744	RMLA1_ECOLI	reviewed	Glucose-1-phosphate thymidylyltransferase 1 (G1P-TT 1) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 1) (dTDP-glucose synthase 1)	rfbA rmlA rmlA1 b2039 JW2024	Escherichia coli (strain K12)	293
eco:b2040	P37760	RMLD_ECOLI	reviewed	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-keto-L-rhamnose reductase) (dTDP-6-deoxy-L-lyxo-4-hexulose reductase) (dTDP-6-deoxy-L-mannose dehydrogenase) (dTDP-L-rhamnose synthase)	rfbD rmlD b2040 JW2025	Escherichia coli (strain K12)	299
eco:b2041	P37759	RMLB1_ECOLI	reviewed	dTDP-glucose 4,6-dehydratase 1 (EC 4.2.1.46)	rfbB rmlB b2041 JW2026	Escherichia coli (strain K12)	361
eco:b2048	P24175	MANB_ECOLI	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	manB cpsG rfbL b2048 JW2033	Escherichia coli (strain K12)	456
eco:b2049	P24174	MANC_ECOLI	reviewed	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	manC cpsB rfbM b2049 JW2034	Escherichia coli (strain K12)	478
eco:b2052	P32055	FCL_ECOLI	reviewed	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	fcl wcaG yefB b2052 JW2037	Escherichia coli (strain K12)	321
eco:b2053	P0AC88	GM4D_ECOLI	reviewed	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd yefA yefN b2053 JW2038	Escherichia coli (strain K12)	373
eco:b2065	P28248	DCD_ECOLI	reviewed	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd dus paxA b2065 JW2050	Escherichia coli (strain K12)	193
eco:b2066	P0A8F4	URK_ECOLI	reviewed	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk b2066 JW2051	Escherichia coli (strain K12)	213
eco:b2078	P30847	BAES_ECOLI	reviewed	Signal transduction histidine-protein kinase BaeS (EC 2.7.13.3)	baeS b2078 JW2063	Escherichia coli (strain K12)	467
eco:b2091	P0A9S3	GATD_ECOLI	reviewed	Galactitol 1-phosphate 5-dehydrogenase (EC 1.1.1.251)	gatD b2091 JW2075	Escherichia coli (strain K12)	346
eco:b2095	P0C8J8	GATZ_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ b2095 JW2082	Escherichia coli (strain K12)	420
eco:b2096	P0C8J6	GATY_ECOLI	reviewed	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY yegF b2096 JW5343	Escherichia coli (strain K12)	284
eco:b2097	P0A991	ALF1_ECOLI	reviewed	Fructose-bisphosphate aldolase class 1 (EC 4.1.2.13) (Fructose-bisphosphate aldolase class I) (FBP aldolase)	fbaB dhnA b2097 JW5344	Escherichia coli (strain K12)	350
eco:b2103	P76422	THID_ECOLI	reviewed	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	thiD thiJ b2103 JW2090	Escherichia coli (strain K12)	266
eco:b2104	P76423	THIM_ECOLI	reviewed	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM b2104 JW2091	Escherichia coli (strain K12)	262
eco:b2114	P00959	SYM_ECOLI	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG b2114 JW2101	Escherichia coli (strain K12)	677
eco:b2133	P06149	DLD_ECOLI	reviewed	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) ((R)-lactate:quinone 2-oxidoreductase) (D-lactate dehydrogenase) (D-LDH) (Respiratory D-lactate dehydrogenase)	dld b2133 JW2121	Escherichia coli (strain K12)	571
eco:b2143	P0ABF6	CDD_ECOLI	reviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	cdd b2143 JW2131	Escherichia coli (strain K12)	294
eco:b2153	P0A6T5	GCH1_ECOLI	reviewed	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE b2153 JW2140	Escherichia coli (strain K12)	222
eco:b2165	P33025	PSUG_ECOLI	reviewed	Pseudouridine-5'-phosphate glycosidase (PsiMP glycosidase) (EC 4.2.1.70)	psuG pscG yeiN b2165 JW2152	Escherichia coli (strain K12)	312
eco:b2193	P31802	NARP_ECOLI	reviewed	Nitrate/nitrite response regulator protein NarP	narP b2193 JW2181	Escherichia coli (strain K12)	215
eco:b2210	P33940	MQO_ECOLI	reviewed	Malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	mqo yojH b2210 JW2198	Escherichia coli (strain K12)	548
eco:b2216	P39838	RCSD_ECOLI	reviewed	Phosphotransferase RcsD (EC 2.7.2.-) (Phosphotransfer intermediate RcsD)	rcsD yojN yojP yojQ b2216 JW2204	Escherichia coli (strain K12)	890
eco:b2217	P0DMC7	RCSB_ECOLI	reviewed	Transcriptional regulatory protein RcsB (Capsular synthesis regulator component B)	rcsB b2217 JW2205	Escherichia coli (strain K12)	216
eco:b2219	Q06067	ATOS_ECOLI	reviewed	Signal transduction histidine-protein kinase AtoS (EC 2.7.13.3)	atoS b2219 JW2213	Escherichia coli (strain K12)	608
eco:b2221	P76458	ATOD_ECOLI	reviewed	Acetate CoA-transferase subunit alpha (EC 2.8.3.8) (Acetyl-CoA:acetoacetate-CoA transferase subunit alpha)	atoD b2221 JW2215	Escherichia coli (strain K12)	220
eco:b2222	P76459	ATOA_ECOLI	reviewed	Acetate CoA-transferase subunit beta (EC 2.8.3.8) (Acetyl-CoA:acetoacetate CoA-transferase subunit beta)	atoA b2222 JW2216	Escherichia coli (strain K12)	216
eco:b2224	P76461	ATOB_ECOLI	reviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	atoB b2224 JW2218	Escherichia coli (strain K12)	394
eco:b2232	P17993	UBIG_ECOLI	reviewed	Ubiquinone biosynthesis O-methyltransferase (2-octaprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone-8 3-O-methyltransferase) (EC 2.1.1.64)	ubiG pufX yfaB b2232 JW2226	Escherichia coli (strain K12)	240
eco:b2234	P00452	RIR1_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 1 subunit alpha (EC 1.17.4.1) (Protein B1) (Ribonucleoside-diphosphate reductase 1 R1 subunit) (Ribonucleotide reductase 1)	nrdA dnaF b2234 JW2228	Escherichia coli (strain K12)	761
eco:b2235	P69924	RIR2_ECOLI	reviewed	Ribonucleoside-diphosphate reductase 1 subunit beta (EC 1.17.4.1) (Protein B2) (Protein R2) (Ribonucleotide reductase 1)	nrdB ftsB b2235 JW2229	Escherichia coli (strain K12)	376
eco:b2239	P09394	GLPQ_ECOLI	reviewed	Glycerophosphodiester phosphodiesterase, periplasmic (Glycerophosphoryl diester phosphodiesterase, periplasmic) (EC 3.1.4.46)	glpQ b2239 JW2233	Escherichia coli (strain K12)	358
eco:b2241	P0A9C0	GLPA_ECOLI	reviewed	Anaerobic glycerol-3-phosphate dehydrogenase subunit A (G-3-P dehydrogenase) (EC 1.1.5.3)	glpA b2241 JW2235	Escherichia coli (strain K12)	542
eco:b2242	P13033	GLPB_ECOLI	reviewed	Anaerobic glycerol-3-phosphate dehydrogenase subunit B (Anaerobic G-3-P dehydrogenase subunit B) (Anaerobic G3Pdhase B) (EC 1.1.5.3)	glpB b2242 JW2236	Escherichia coli (strain K12)	419
eco:b2243	P0A996	GLPC_ECOLI	reviewed	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (G-3-P dehydrogenase)	glpC b2243 JW2237	Escherichia coli (strain K12)	396
eco:b2251	P52006	NUDI_ECOLI	reviewed	Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23)	nudI yfaO b2251 JW2245	Escherichia coli (strain K12)	141
eco:b2253	P77690	ARNB_ECOLI	reviewed	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (Polymyxin resistance protein PmrH) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB pmrH yfbE b2253 JW5372	Escherichia coli (strain K12)	385
eco:b2254	P77757	ARNC_ECOLI	reviewed	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC pmrF yfbF b2254 JW2248	Escherichia coli (strain K12)	322
eco:b2255	P77398	ARNA_ECOLI	reviewed	Bifunctional polymyxin resistance protein ArnA (Polymyxin resistance protein PmrI) [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA pmrI yfbG b2255 JW2249	Escherichia coli (strain K12)	660
eco:b2260	P37353	MENE_ECOLI	reviewed	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	menE b2260 JW2255	Escherichia coli (strain K12)	451
eco:b2261	P29208	MENC_ECOLI	reviewed	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC b2261 JW2256	Escherichia coli (strain K12)	320
eco:b2262	P0ABU0	MENB_ECOLI	reviewed	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB b2262 JW2257	Escherichia coli (strain K12)	285
eco:b2263	P37355	MENH_ECOLI	reviewed	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	menH yfbB b2263 JW2258	Escherichia coli (strain K12)	252
eco:b2264	P17109	MEND_ECOLI	reviewed	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	menD b2264 JW5374	Escherichia coli (strain K12)	556
eco:b2268	P0A8V0	RBN_ECOLI	reviewed	Ribonuclease BN (RNase BN) (EC 3.1.-.-) (Ribonuclease Z homolog) (RNase Z homolog)	rbn elaC rnz b2268 JW2263	Escherichia coli (strain K12)	305
eco:b2276	P0AFF0	NUON_ECOLI	reviewed	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N) (NUO14)	nuoN b2276 JW2271	Escherichia coli (strain K12)	485
eco:b2277	P0AFE8	NUOM_ECOLI	reviewed	NADH-quinone oxidoreductase subunit M (EC 7.1.1.-) (NADH dehydrogenase I subunit M) (NDH-1 subunit M) (NUO13)	nuoM b2277 JW2272	Escherichia coli (strain K12)	509
eco:b2278	P33607	NUOL_ECOLI	reviewed	NADH-quinone oxidoreductase subunit L (EC 7.1.1.-) (NADH dehydrogenase I subunit L) (NDH-1 subunit L) (NUO12)	nuoL b2278 JW2273	Escherichia coli (strain K12)	613
eco:b2279	P0AFE4	NUOK_ECOLI	reviewed	NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K) (NUO11)	nuoK b2279 JW2274	Escherichia coli (strain K12)	100
eco:b2280	P0AFE0	NUOJ_ECOLI	reviewed	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-) (NADH dehydrogenase I subunit J) (NDH-1 subunit J) (NUO10)	nuoJ b2280 JW2275	Escherichia coli (strain K12)	184
eco:b2281	P0AFD6	NUOI_ECOLI	reviewed	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9)	nuoI b2281 JW2276	Escherichia coli (strain K12)	180
eco:b2282	P0AFD4	NUOH_ECOLI	reviewed	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H) (NUO8)	nuoH b2282 JW2277	Escherichia coli (strain K12)	325
eco:b2283	P33602	NUOG_ECOLI	reviewed	NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG b2283 JW2278	Escherichia coli (strain K12)	908
eco:b2284	P31979	NUOF_ECOLI	reviewed	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-) (NADH dehydrogenase I subunit F) (NDH-1 subunit F) (NUO6)	nuoF b2284 JW2279	Escherichia coli (strain K12)	445
eco:b2285	P0AFD1	NUOE_ECOLI	reviewed	NADH-quinone oxidoreductase subunit E (EC 7.1.1.-) (NADH dehydrogenase I subunit E) (NDH-1 subunit E) (NUO5)	nuoE b2285 JW2280	Escherichia coli (strain K12)	166
eco:b2286	P33599	NUOCD_ECOLI	reviewed	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D) (NUO3/NUO4)	nuoC nuoCD nuoD b2286 JW5375	Escherichia coli (strain K12)	596
eco:b2287	P0AFC7	NUOB_ECOLI	reviewed	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B) (NUO2)	nuoB b2287 JW5875	Escherichia coli (strain K12)	220
eco:b2288	P0AFC3	NUOA_ECOLI	reviewed	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA b2288 JW2283	Escherichia coli (strain K12)	147
eco:b2290	P0A959	ALAA_ECOLI	reviewed	Glutamate-pyruvate aminotransferase AlaA (EC 2.6.1.2)	alaA yfbQ b2290 JW2287	Escherichia coli (strain K12)	405
eco:b2296	P0A6A3	ACKA_ECOLI	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA ack b2296 JW2293	Escherichia coli (strain K12)	400
eco:b2297	P0A9M8	PTA_ECOLI	reviewed	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta b2297 JW2294	Escherichia coli (strain K12)	714
eco:b2311	P0AG03	UBIX_ECOLI	reviewed	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX dedF b2311 JW2308	Escherichia coli (strain K12)	189
eco:b2312	P0AG16	PUR1_ECOLI	reviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF b2312 JW2309	Escherichia coli (strain K12)	505
eco:b2315	P08192	FOLC_ECOLI	reviewed	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	folC dedC b2315 JW2312	Escherichia coli (strain K12)	422
eco:b2316	P0A9Q5	ACCD_ECOLI	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD dedB usg b2316 JW2313	Escherichia coli (strain K12)	304
eco:b2320	P05459	PDXB_ECOLI	reviewed	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	pdxB b2320 JW2317	Escherichia coli (strain K12)	378
eco:b2323	P0A953	FABB_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)	fabB fabC b2323 JW2320	Escherichia coli (strain K12)	406
eco:b2329	P12008	AROC_ECOLI	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase) (EPSP phospholyase)	aroC b2329 JW2326	Escherichia coli (strain K12)	361
eco:b2341	P77399	FADJ_ECOLI	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ yfcX b2341 JW2338	Escherichia coli (strain K12)	714
