X1,X2,X3,X4,X5,X6,X7,X8,cid
sorafenib,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL5145,Serine/threonine-protein kinase B-raf,P15056,Serine/threonine-protein kinase B-raf,Homo sapiens,enzyme  kinase  protein kinase  tkl  raf,216239
vemurafenib,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL5145,Serine/threonine-protein kinase B-raf,P15056,Serine/threonine-protein kinase B-raf,Homo sapiens,enzyme  kinase  protein kinase  tkl  raf,42611257
regorafenib,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1906,Serine/threonine-protein kinase RAF,P04049,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,enzyme  kinase  protein kinase  tkl  raf,11167602
sorafenib,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1906,Serine/threonine-protein kinase RAF,P04049,RAF proto-oncogene serine/threonine-protein kinase,Homo sapiens,enzyme  kinase  protein kinase  tkl  raf,216239
ergoloid,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,NA
vortioxetine,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,9966051
aripiprazole,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60795
brexpiprazole,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,11978813
buspirone,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2477
methysergide,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,9681
vilazodone,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL214,Serotonin 1a (5-HT1a) receptor,P08908,5-hydroxytryptamine receptor 1A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,6918314
almotriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,123606
eletriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,77993
ergoloid,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,NA
frovatriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,77992
naratriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4440
rizatriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5078
sumatriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5358
zolmitriptan,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1898,Serotonin 1b (5-HT1b) receptor,P28222,5-hydroxytryptamine receptor 1B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60857
almotriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,123606
dihydroergotamine,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,10531
eletriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,77993
ergotamine,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,8223
frovatriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,77992
naratriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4440
rizatriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5078
sumatriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5358
zolmitriptan,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1983,Serotonin 1d (5-HT1d) receptor,P28221,5-hydroxytryptamine receptor 1D,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60857
almotriptan,Serotonin 1f (5-HT1f) receptor agonist,CHEMBL1805,Serotonin 1f (5-HT1f) receptor,P30939,5-hydroxytryptamine receptor 1F,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,123606
eletriptan,Serotonin 1f (5-HT1f) receptor agonist,CHEMBL1805,Serotonin 1f (5-HT1f) receptor,P30939,5-hydroxytryptamine receptor 1F,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,77993
aripiprazole,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60795
asenapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,163091
brexpiprazole,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,11978813
carphenazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,18104
chlorpromazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2726
chlorprothixene,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2729
clozapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,135398737
cyclobenzaprine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2895
droperidol,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,3168
haloperidol,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,3559
haloperidol decanoate,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,52919
iloperidone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,71360
loxapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,3964
lurasidone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,213046
mesoridazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4078
mirtazapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4205
molindone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,23897
nefazodone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4449
olanzapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,135398745
paliperidone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,115237
pimozide,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,16362
promazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4926
quetiapine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5002
risperidone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5073
thioridazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5452
thiothixene,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5454
trazodone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5533
trifluoperazine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5566
trimipramine,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5584
ziprasidone,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,Serotonin 2a (5-HT2a) receptor,P28223,5-hydroxytryptamine receptor 2A,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60854
methysergide,Serotonin 2b (5-HT2b) receptor antagonist,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,P41595,5-hydroxytryptamine receptor 2B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,9681
methylergonovine,Serotonin 2b (5-HT2b) receptor partial agonist,CHEMBL1833,Serotonin 2b (5-HT2b) receptor,P41595,5-hydroxytryptamine receptor 2B,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,8226
lorcaserin,Serotonin 2c (5-HT2c) receptor agonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,11658860
carphenazine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,18104
chlorprothixene,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2729
cyclobenzaprine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2895
loxapine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,3964
methixene,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4167
methysergide,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,9681
mirtazapine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4205
nefazodone,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4449
olanzapine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,135398745
quetiapine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5002
risperidone,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5073
thioridazine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5452
trazodone,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5533
trifluoperazine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5566
trimipramine,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,5584
ziprasidone,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,Serotonin 2c (5-HT2c) receptor,P28335,5-hydroxytryptamine receptor 2C,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,60854
alosetron,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,2099
dolasetron,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,11503972
granisetron,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,5284566
metoclopramide,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,4168
ondansetron,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,4595
palonosetron,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,6337614
vortioxetine,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,5-hydroxytryptamine receptor 3A,Homo sapiens,ion channel  lgic  5ht3,9966051
cisapride,Serotonin 4 (5-HT4) receptor agonist,CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,5-hydroxytryptamine receptor 4,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,2769
metoclopramide,Serotonin 4 (5-HT4) receptor agonist,CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,5-hydroxytryptamine receptor 4,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,4168
tegaserod,Serotonin 4 (5-HT4) receptor partial agonist,CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,5-hydroxytryptamine receptor 4,Homo sapiens,membrane receptor  7tm1  smallmol  monoamine receptor  serotonin receptor,135409453
amitriptyline,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,2160
amoxapine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,2170
citalopram,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,2771
clomipramine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,2801
desvenlafaxine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,125017
duloxetine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,60835
escitalopram,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,146570
fluoxetine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,3386
fluvoxamine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,5324346
imipramine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,3696
levomilnacipran,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,11622909
milnacipran,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,65833
nefazodone,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,4449
nortriptyline,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,4543
paroxetine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,43815
protriptyline,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,4976
sertraline,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,68617
trazodone,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,5533
venlafaxine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,5656
vilazodone,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,6918314
vortioxetine,Serotonin transporter inhibitor,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,9966051
chlorphentermine,Serotonin transporter substrate,CHEMBL228,Serotonin transporter,P31645,Sodium-dependent serotonin transporter,Homo sapiens,transporter  electrochemical  slc  slc06,10007
dextromethorphan,Sigma opioid receptor agonist,CHEMBL287,Sigma opioid receptor,Q99720,Sigma non-opioid intracellular receptor 1,Homo sapiens,membrane receptor,5360696
pentazocine,Sigma opioid receptor modulator,CHEMBL287,Sigma opioid receptor,Q99720,Sigma non-opioid intracellular receptor 1,Homo sapiens,membrane receptor,441278
benzonatate,Slowly adapting pulmonary stretch receptor inhibitor,CHEMBL2364682,Slowly adapting pulmonary stretch receptor,NA,NA,Homo sapiens,NA,7699
vismodegib,Smoothened homolog inhibitor,CHEMBL5971,Smoothened homolog,Q99835,Smoothened homolog,Homo sapiens,membrane receptor  7tmfz  smoothened,24776445
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,P35498,Sodium channel protein type 1 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,P35499,Sodium channel protein type 4 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q01118,Sodium channel protein type 7 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q14524,Sodium channel protein type 5 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q15858,Sodium channel protein type 9 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q99250,Sodium channel protein type 2 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q9NY46,Sodium channel protein type 3 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q9UI33,Sodium channel protein type 11 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
articaine,Sodium channel alpha subunit blocker,CHEMBL2331043,Sodium channel alpha subunit,Q9UQD0,Sodium channel protein type 8 subunit alpha,Homo sapiens,ion channel  vgc  vg na,32170
